name,iban,bic,amount,reference,address,favorite_store
Marin Systems,ES7921000813610123456789,BSCHESMM,10736.18,Support 2026176,"Corso Italia 399, 16661 Venice",Dia
Martinez GmbH,CH9300762011623852957,UBSWCHZHXXX,5275.45,Consulting 2024373,"Gartenstrasse 933, 31118 Madrid",Kaufland
Durand Trading,RO49AAAA1B31007593840000,BTRLRO22XXX,27224.71,Fee 2025127,"Corso Italia 771, 53327 Munich",Migros
Robert Gonzalez,NL02ABNA0123456789,RABONL2UXXX,34286.72,Credit Note 2025293,"Piazza Garibaldi 946, 92133 Cluj-Napoca",Denner
Jose Richter,NL02ABNA0123456789,INGBNL2AXXX,44559.24,Maintenance 2026762,"Manor Road 692, 86208 Lyon",El Corte Inglés
Weber Partners,CH9300762011623852957,CRESCHZZXXX,23168.30,Support 2024943,"Piazza Garibaldi 526, 98185 Toulouse",Edeka
Ioana Rossi,DE44500105175407324931,DRESDEFF100,11867.11,Commission 2026251,"Strada Principala 691, 79703 Frankfurt",Kaufland Romania
Mihai Martin,AT611904300234573201,RLNWATWWXXX,10746.53,Subscription 2025944,"Corso Italia 615, 26824 Vienna",Alcampo
Jonas Hoffmann,RO76BTRL01304205R50067XX,BCYPROBUXXX,47822.69,Payment 2024527,"Park Avenue 599, 39824 Cologne",Rewe
Julia Schmidt,RO09BCYP0000001234567890,INGBROBU,48976.42,Fee 2025004,"Bulevardul Unirii 923, 84966 Amsterdam",Carrefour
Giuseppe Fischer,IT28W8000000292100645211111,BPPIITRRXXX,39683.53,Payment 2026431,"Via Milano 23, 18102 Rotterdam",Casino
Francois Dumitrescu,NL91ABNA0417164300,INGBNL2AXXX,22714.43,Subscription 2026405,"Rue du Commerce 90, 21546 Naples",Mercadona
Moldovan Industries,CH5604835012345678009,UBSWCHZHXXX,39167.42,Salary 2026350,"Hauptstrasse 803, 28489 Zurich",Esselunga
Romano GmbH,CH5604835012345678009,CRESCHZZXXX,16134.70,Support 2026746,"Church Road 828, 84626 Berlin",Coop
Richter Corporation,CH5604835012345678009,POFICHBEXXX,11508.81,License 2026190,"Rue de la Paix 108, 74779 Toulouse",Real
Cristian Becker,AT483200000012345864,RLNWATWWXXX,35612.88,Bonus 2025192,"Avenue des Champs 504, 88489 Bilbao",Casino
Cristian Fischer,RO66BRDE410SV38975310410,RNCBROBU,2927.69,Salary 2024370,"Via Roma 711, 30239 Marseille",Rewe
Schmidt Solutions,BE71096123456769,GEBABEBB,38343.93,Contract 2026543,"Manor Road 374, 46011 Stuttgart",El Corte Inglés
Francisco Martin,CH5604835012345678009,UBSWCHZHXXX,37858.05,Fee 2026716,"Hauptstrasse 394, 35958 Vienna",Carrefour
Paul Esposito,DE89370400440532013000,BYLADEM1XXX,42189.65,Advance 2025143,"Hauptstrasse 798, 24475 Rotterdam",Dia
Jones International,NL02ABNA0123456789,ABNANL2AXXX,22562.19,Bonus 2024552,"Avenue des Champs 381, 14111 Bilbao",Edeka
Finn Dumitrescu,FR7630006000011234567890189,SOGEFRPPXXX,113.28,Bonus 2024123,"Calea Victoriei 249, 99309 Cluj-Napoca",Alcampo
Daniela Bernard,DE62370400440532013001,COBADEFFXXX,26542.47,Advance 2026183,"Via Milano 855, 40999 Zurich",Penny
Cristian Mueller,ES9121000418450200051332,POPUESMM,13808.27,Advance 2024036,"Kirchweg 338, 45445 Barcelona",Alcampo
William Robert,DE27100777770209299700,COBADEFFXXX,25672.73,Refund 2026046,"Rue de la Paix 980, 28783 Geneva",Auchan
Michael Wagner,IT60X0542811101000000123456,BPPIITRRXXX,246.97,Retainer 2026792,"Church Street 497, 19274 Rome",Mega Image
Philippe Wagner,RO09BCYP0000001234567890,INGBROBU,49613.06,Consulting 2026790,"Kirchweg 516, 72816 Malaga",Rewe
Moldovan International,ES7921000813610123456789,SABSESMMXXX,39801.09,Services 2024904,"Calle Real 246, 36991 Hamburg",Carrefour Romania
Alain Rossi,IT28W8000000292100645211111,BCITITMM,11957.19,Salary 2026631,"Calea Victoriei 943, 22689 Toulouse",Auchan
Giovanni Moldovan,DE27100777770209299700,INGDDEFFXXX,26428.26,Consulting 2024201,"Plaza de España 593, 89943 Turin",Carrefour Italia
Jean Hernandez,IT28W8000000292100645211111,BCITITMM,17884.65,Advance 2025877,"Main Street 452, 97083 Antwerp",Casino
David Hoffmann,AT611904300234573201,RLNWATWWXXX,31302.93,Commission 2025526,"High Street 654, 84927 Valencia",Carrefour
Colombo Services,ES7921000813610123456789,CAIXESBBXXX,9965.19,Bonus 2025976,"Plaza de España 466, 50638 Geneva",Casino
Jacques Hoffmann,DE91100000000123456789,INGDDEFFXXX,31425.02,License 2024470,"Piazza Garibaldi 98, 38720 Nice",Auchan
Lopez Technologies,NL02ABNA0123456789,ABNANL2AXXX,37450.34,Commission 2025437,"Manor Road 104, 57932 Toulouse",Mega Image
Leon Dubois,BE71096123456769,KREDBEBB,26373.74,Bonus 2025571,"Calle Real 391, 52781 Valencia",Leclerc
Laura Lopez,IT28W8000000292100645211111,BPPIITRRXXX,21185.95,Invoice 2025858,"Plaza de España 20, 46824 Bucharest",Kaufland
Sarah Bernard,FR1420041010050500013M02606,CRLYFRPPXXX,8061.19,Salary 2024153,"Station Road 949, 85230 Munich",Monoprix
Fischer Holdings,CH5604835012345678009,POFICHBEXXX,26595.56,Maintenance 2025883,"Kirchweg 918, 47211 Hamburg",Real
Elena Stoica,RO09BCYP0000001234567890,BTRLRO22XXX,20806.89,Consulting 2024843,"Plaza de España 708, 10576 Hamburg",Coop Schweiz
Hoffmann Solutions,IT28W8000000292100645211111,INTESA,39991.28,Services 2025531,"Schulstrasse 537, 66660 Paris",Coop Schweiz
Felix Klein,BE68539007547034,KREDBEBB,11837.80,Contract 2024581,"Rue de la Paix 102, 11350 Antwerp",Spar
Jean Martin,IT40S0542811101000000123456,BLOPIT22XXX,34986.10,Maintenance 2025473,"Calea Victoriei 700, 32519 Bologna",Coop
Mihai Rossi,AT611904300234573201,GIBAATWWXXX,47820.22,Refund 2026691,"Green Lane 587, 11785 Eindhoven",Aldi
Alessandro Bernard,AT611904300234573201,GIBAATWWXXX,49413.46,Maintenance 2026956,"Hauptstrasse 275, 14960 Naples",Coop Schweiz
Julia Miller,ES9121000418450200051332,BBVAESMM,192.16,Advance 2025335,"Kirchweg 132, 82977 Turin",Monoprix
Stoica International,AT483200000012345864,BKAUATWWXXX,6147.42,Support 2025612,"Bulevardul Unirii 754, 84078 Brussels",Coop Schweiz
Marco Marin,DE62370400440532013001,DRESDEFF100,4530.41,Subscription 2025635,"Rue du Commerce 641, 78056 Zurich",Edeka
Klein GmbH,RO76BTRL01304205R50067XX,BRDEROBUXXX,49424.20,Advance 2024624,"Calea Victoriei 584, 87504 Hamburg",Casino
Sophie Hoffmann,IT60X0542811101000000123456,BLOPIT22XXX,21694.18,Bonus 2024513,"Avenue des Champs 358, 50054 Milan",Casino
Schneider KG,CH9300762011623852957,POFICHBEXXX,20548.13,Refund 2025861,"Park Road 254, 95399 Madrid",Carrefour
Maria Gheorghiu,FR1420041010050500013M02606,BNPAFRPPXXX,3492.09,License 2026436,"Rue du Commerce 482, 36294 Naples",Monoprix
Michael Meyer,IT28W8000000292100645211111,BLOPIT22XXX,4004.56,Payment 2024404,"Bahnhofstrasse 830, 50559 Toulouse",Edeka
Durand International,CH5604835012345678009,POFICHBEXXX,37785.07,Subscription 2025678,"Strada Principala 169, 56421 Berlin",Migros
Constantinescu Industries,RO66BRDE410SV38975310410,INGBROBU,15187.62,Refund 2024530,"High Street 198, 88973 Rotterdam",Coop
Adrian Schmidt,BE68539007547034,GEBABEBB,37016.19,Advance 2026461,"Victoria Street 434, 40560 Bologna",Jumbo
Lea Dumitrescu,NL91ABNA0417164300,ABNANL2AXXX,42029.86,Fee 2026012,"Plaza de España 282, 89534 Malaga",Carrefour Italia
Johnson Trading,AT483200000012345864,BKAUATWWXXX,18773.32,Payment 2024101,"Church Street 723, 40567 Venice",Plus
Hans Thomas,AT611904300234573201,RLNWATWWXXX,465.99,Retainer 2026234,"Corso Italia 526, 94123 Eindhoven",Kaufland Romania
James Esposito,IT28W8000000292100645211111,UNCRITMM,48733.19,Credit Note 2024686,"Manor Road 758, 22204 Marseille",Spar
Antonio Miller,NL91ABNA0417164300,RABONL2UXXX,15501.49,License 2025903,"Rue de la Paix 634, 79370 Lille",Carrefour Italia
Marco Rodriguez,DE91100000000123456789,BYLADEM1XXX,25289.97,Commission 2025814,"Manor Road 767, 35655 Dresden",Aldi
David Weber,FR1420041010050500013M02606,AGRIFRPPXXX,24470.50,Services 2025574,"Avenue des Champs 219, 69128 Frankfurt",Spar
Michael Gheorghiu,RO49AAAA1B31007593840000,RNCBROBU,49936.81,Commission 2024315,"Avenue des Champs 122, 55607 Berlin",Rewe
Russo Group,FR7630006000011234567890189,BNPAFRPPXXX,48512.89,Bonus 2024260,"Manor Road 712, 81984 Utrecht",Coop Schweiz
Durand Consulting,ES7921000813610123456789,BBVAESMM,47916.16,Subscription 2024088,"Station Road 600, 55687 Marseille",Jumbo
David Rossi,BE68539007547034,AXABBE22XXX,6095.28,Commission 2026832,"Church Street 972, 83869 Rome",Albert Heijn
Lena Moldovan,RO49AAAA1B31007593840000,BRDEROBUXXX,20161.62,Invoice 2025159,"Calea Victoriei 341, 66408 Brussels",Penny
Laura Hernandez,AT611904300234573201,GIBAATWWXXX,45296.56,Contract 2025134,"Schulstrasse 79, 52762 Rotterdam",El Corte Inglés
Elias Hoffmann,AT483200000012345864,GIBAATWWXXX,38345.11,Consulting 2025218,"Bulevardul Unirii 771, 23025 Barcelona",Esselunga
Maximilian Jones,BE71096123456769,AXABBE22XXX,9831.34,Maintenance 2024766,"Green Lane 925, 97674 Marseille",Penny
Felix Marin,AT483200000012345864,BKAUATWWXXX,31501.26,Subscription 2026754,"Piazza Garibaldi 755, 47907 Rotterdam",Auchan
James Meyer,NL91ABNA0417164300,TRIONL2UXXX,25314.91,Contract 2024229,"Plaza de España 590, 58831 Dresden",Aldi
Andreea Constantinescu,ES7921000813610123456789,CAIXESBBXXX,30248.62,Subscription 2024548,"Via Roma 741, 71892 Bilbao",Mega Image
Robert Schaefer,RO76BTRL01304205R50067XX,BCYPROBUXXX,13909.40,Credit Note 2026957,"Hauptstrasse 703, 19991 Bucharest",Real
Lisa Ferrari,FR1420041010050500013M02606,AGRIFRPPXXX,18045.58,License 2025730,"Strada Principala 593, 19268 Madrid",Aldi
Finn Meyer,IT40S0542811101000000123456,UNCRITMM,28078.28,Credit Note 2024371,"Calle Mayor 217, 60706 Marseille",Plus
Jones International,IT28W8000000292100645211111,BPPIITRRXXX,28321.30,Fee 2026867,"Gartenstrasse 630, 70984 Salzburg",Penny
Alexandru Colombo,BE68539007547034,GEBABEBB,11504.92,Salary 2024911,"Avenida Principal 48, 98547 Frankfurt",Spar
Julia Schaefer,RO49AAAA1B31007593840000,BTRLRO22XXX,45101.85,Services 2025101,"Green Lane 787, 32907 Cologne",Albert Heijn
Schaefer KG,IT40S0542811101000000123456,INTESA,4363.02,Contract 2024719,"Church Street 287, 87611 Nice",El Corte Inglés
Francisco Smith,AT483200000012345864,GIBAATWWXXX,13285.68,Salary 2026458,"Corso Italia 47, 28359 Bilbao",Penny
Ioana Durand,DE27100777770209299700,DRESDEFF100,26679.77,Credit Note 2025272,"Calle Mayor 731, 53612 Toulouse",Coop
Dubois Logistics,ES9121000418450200051332,CAIXESBBXXX,34286.55,Order 2025682,"Park Road 823, 94089 Nice",Plus
Julia Meyer,NL02ABNA0123456789,INGBNL2AXXX,40834.98,Credit Note 2025345,"Rue du Commerce 991, 17875 Amsterdam",Conad
Giuseppe Mueller,BE71096123456769,GKCCBEBB,17114.75,License 2026407,"Rue de la Paix 493, 28253 Marseille",Coop
Michael Martinez,AT611904300234573201,BKAUATWWXXX,46743.82,Advance 2024508,"Calle Mayor 36, 73405 Seville",Lidl
Gabriela Schulz,FR7612548029989876543210843,CRLYFRPPXXX,48828.12,Consulting 2026451,"Park Avenue 409, 21795 Marseille",Kaufland
David Koch,CH9300762011623852957,UBSWCHZHXXX,21630.91,Payment 2024836,"Green Lane 326, 58523 Florence",Dia
David Koch,DE62370400440532013001,BYLADEM1XXX,6337.23,Consulting 2026990,"Bulevardul Unirii 757, 37401 Malaga",Lidl
Maria Garcia,CH9300762011623852957,CRESCHZZXXX,8062.78,Salary 2024975,"Victoria Street 74, 14426 Malaga",Migros
Sarah Johnson,BE68539007547034,KREDBEBB,46427.75,Order 2024157,"Park Avenue 215, 91770 Rome",Jumbo
Lisa Garcia,BE71096123456769,GKCCBEBB,3032.22,Contract 2026264,"Piazza Garibaldi 652, 43473 Munich",Aldi
Thomas Services,BE68539007547034,KREDBEBB,46826.65,Support 2024675,"Via Roma 255, 66490 Naples",Rewe
Moldovan Logistics,AT611904300234573201,BKAUATWWXXX,9634.65,Fee 2026136,"Main Street 868, 52551 Milan",Carrefour
James Davis,ES7921000813610123456789,CAIXESBBXXX,20728.45,Fee 2024179,"Main Street 18, 66269 Nice",Spar
Esposito Solutions,ES1000492352082414205416,POPUESMM,34575.46,Support 2025585,"Schulstrasse 112, 38329 Rotterdam",Lidl
Ana Brown,RO76BTRL01304205R50067XX,BRDEROBUXXX,14290.53,Credit Note 2025724,"Manor Road 280, 47210 Lille",Albert Heijn
Wagner Trading,CH5604835012345678009,CRESCHZZXXX,34916.55,Subscription 2025176,"Hauptstrasse 152, 28193 Milan",Coop Schweiz
Williams Industries,IT28W8000000292100645211111,UNCRITMM,22077.85,Consulting 2024593,"Green Lane 696, 75677 Utrecht",Carrefour Romania
Philippe Hoffmann,RO49AAAA1B31007593840000,BRDEROBUXXX,47886.33,Commission 2026327,"Piazza Garibaldi 111, 44876 Bologna",Leclerc
Giuseppe Rossi,AT483200000012345864,BKAUATWWXXX,23030.57,Services 2025472,"Park Avenue 225, 29670 Zurich",Denner
Ben Martinez,CH9300762011623852957,POFICHBEXXX,11351.69,License 2025416,"Via Milano 254, 28491 Bilbao",Carrefour Romania
Stoica Group,NL91ABNA0417164300,TRIONL2UXXX,14051.73,Invoice 2025294,"Corso Italia 591, 33957 Eindhoven",Penny
Manuel Lopez,IT60X0542811101000000123456,BPPIITRRXXX,47467.14,Commission 2026519,"Calle Real 215, 14422 Barcelona",Spar
Smith Consulting,FR7630006000011234567890189,CRLYFRPPXXX,6359.56,Salary 2024512,"Park Road 921, 64702 Paris",Carrefour Romania
Anna Popescu,AT483200000012345864,BKAUATWWXXX,27449.18,Services 2025241,"Bulevardul Unirii 539, 64774 Geneva",Lidl
Weber Services,DE44500105175407324931,DEUTDEFFXXX,20615.01,Advance 2024683,"Bulevardul Unirii 979, 80119 Cluj-Napoca",Mercadona
William Wagner,DE91100000000123456789,DEUTDEFFXXX,44987.89,Bonus 2025318,"Church Street 467, 54447 Cluj-Napoca",Kaufland Romania
Alexandru Constantinescu,CH9300762011623852957,POFICHBEXXX,8192.38,Salary 2026436,"Park Avenue 166, 22402 Dresden",Lidl
Petit International,NL02ABNA0123456789,TRIONL2UXXX,41962.31,Maintenance 2026318,"Main Street 928, 36052 Turin",Lidl
Tudor Group,AT611904300234573201,RLNWATWWXXX,25132.76,License 2024532,"Manor Road 838, 18203 Hamburg",Mercadona
Anna Barbu,AT483200000012345864,BKAUATWWXXX,28900.48,Retainer 2026538,"Corso Italia 191, 12375 Bordeaux",Conad
Stan Systems,AT483200000012345864,GIBAATWWXXX,540.29,License 2025452,"Piazza Garibaldi 667, 12440 Vienna",Casino
Michel Richter,DE44500105175407324931,INGDDEFFXXX,36420.07,Retainer 2024568,"Via Nazionale 954, 87436 Lyon",Coop Schweiz
Anna Schneider,NL91ABNA0417164300,INGBNL2AXXX,28187.06,Credit Note 2025668,"Bahnhofstrasse 409, 41368 Cologne",Albert Heijn
Jean Davis,AT611904300234573201,GIBAATWWXXX,33853.27,Services 2024941,"Green Lane 215, 16582 Utrecht",Spar
Maria Hernandez,AT483200000012345864,BKAUATWWXXX,5079.29,Bonus 2025985,"Main Street 641, 38538 Cluj-Napoca",Real
Noah Ferrari,DE62370400440532013001,DRESDEFF100,30277.22,Advance 2026219,"Piazza Garibaldi 739, 15888 Antwerp",Carrefour Italia
William Tudor,DE89370400440532013000,BYLADEM1XXX,48542.99,Credit Note 2026790,"Main Street 373, 57914 Cluj-Napoca",Esselunga
Mia Dubois,ES1000492352082414205416,CAIXESBBXXX,49474.14,Advance 2026657,"Manor Road 741, 88009 Bilbao",Albert Heijn
Schulz Services,DE62370400440532013001,INGDDEFFXXX,804.07,Consulting 2024780,"Church Road 713, 31344 Valencia",El Corte Inglés
Gabriela Schmidt,DE62370400440532013001,DEUTDEFFXXX,2488.20,Consulting 2026657,"Bulevardul Unirii 521, 89159 Madrid",Coop
Elias Esposito,BE71096123456769,AXABBE22XXX,33916.05,Payment 2026159,"Via Milano 130, 25967 Seville",Leclerc
Marian Marin,IT28W8000000292100645211111,INTESA,25760.05,Commission 2024118,"Boulevard Victor Hugo 946, 50957 Madrid",El Corte Inglés
Jacques Barbu,FR1420041010050500013M02606,CRLYFRPPXXX,8091.38,License 2025560,"Calle Real 947, 29546 Valencia",Rewe
Johnson Systems,IT60X0542811101000000123456,BLOPIT22XXX,41878.47,Fee 2024738,"Hauptstrasse 563, 99663 Stuttgart",Coop
Dumitrescu Consulting,BE68539007547034,AXABBE22XXX,15959.65,Subscription 2025872,"Church Street 532, 62286 Valencia",Leclerc
Romano Solutions,DE91100000000123456789,COBADEFFXXX,22559.81,Contract 2025521,"Calle Real 681, 94431 Vienna",Coop Schweiz
Robert Services,AT483200000012345864,BKAUATWWXXX,24865.08,Credit Note 2025829,"Bulevardul Unirii 641, 61746 Naples",Edeka
Antonio Gonzalez,DE91100000000123456789,DEUTDEFFXXX,8152.25,Commission 2024137,"Boulevard Victor Hugo 448, 95316 Naples",Mercadona
Emma Gheorghiu,RO66BRDE410SV38975310410,INGBROBU,23884.68,Contract 2024956,"Victoria Street 266, 93425 Rotterdam",Lidl
Daniela Russo,ES7921000813610123456789,POPUESMM,35483.54,Commission 2025049,"Via Nazionale 604, 30498 Florence",Monoprix
Ion Richter,BE71096123456769,GKCCBEBB,37088.24,Advance 2025889,"Piazza Garibaldi 615, 46692 Malaga",Aldi
Jose Fischer,RO66BRDE410SV38975310410,BCYPROBUXXX,13699.55,Retainer 2024753,"Bulevardul Unirii 902, 57139 Cluj-Napoca",Penny
Stoica Industries,DE89370400440532013000,COBADEFFXXX,34457.23,Retainer 2026035,"Via Nazionale 589, 27534 Geneva",Mega Image
Esposito Trading,ES7921000813610123456789,BSCHESMM,38838.71,Credit Note 2024886,"Corso Italia 365, 60082 Rotterdam",Coop
Marian Meyer,IT28W8000000292100645211111,BPPIITRRXXX,43036.32,Subscription 2024471,"Hauptstrasse 24, 59653 Hamburg",Migros
Philippe Thomas,ES9121000418450200051332,SABSESMMXXX,40173.79,Contract 2024694,"Green Lane 733, 32362 Venice",Auchan
Marco Ferrari,NL02ABNA0123456789,INGBNL2AXXX,7857.81,Advance 2026087,"Via Nazionale 332, 30189 Dresden",Casino
Andrei Martinez,FR7612548029989876543210843,AGRIFRPPXXX,15762.79,Bonus 2025059,"Church Road 55, 92925 Bilbao",Coop
David Barbu,AT483200000012345864,GIBAATWWXXX,23519.01,Order 2026104,"Via Milano 254, 43587 Dresden",Spar
Esposito Services,BE71096123456769,KREDBEBB,12009.59,Consulting 2026488,"Station Road 572, 80523 Bordeaux",Real
Elena Thomas,NL02ABNA0123456789,TRIONL2UXXX,32171.52,Invoice 2026703,"Corso Italia 253, 84504 Naples",Carrefour Italia
Tudor Corporation,FR7630006000011234567890189,SOGEFRPPXXX,33482.11,Contract 2025419,"Plaza de España 978, 18927 Paris",Lidl
Michel Lopez,FR1420041010050500013M02606,SOGEFRPPXXX,48920.81,Support 2026550,"Victoria Street 94, 53827 Berlin",Coop Schweiz
Giuseppe Brown,DE62370400440532013001,BYLADEM1XXX,9225.34,Contract 2025561,"Calle Mayor 828, 92039 Geneva",Spar
Andreea Brown,CH9300762011623852957,POFICHBEXXX,16939.00,Payment 2026129,"Bulevardul Unirii 294, 17295 Hamburg",Alcampo
Mihai Dubois,RO09BCYP0000001234567890,BTRLRO22XXX,19229.49,Consulting 2026217,"Calea Victoriei 861, 88734 Brussels",Dia
Mueller Partners,IT40S0542811101000000123456,BLOPIT22XXX,36237.78,Fee 2026877,"Gartenstrasse 157, 97206 Utrecht",Esselunga
John Schaefer,DE89370400440532013000,DRESDEFF100,10316.00,Fee 2026988,"Church Road 771, 21046 Berlin",Penny
Alain Bernard,FR7612548029989876543210843,BNPAFRPPXXX,28997.89,Support 2024480,"Bahnhofstrasse 950, 33894 Brussels",Edeka
Mihai Meyer,ES7921000813610123456789,POPUESMM,942.02,License 2026850,"Park Avenue 998, 22342 Valencia",Monoprix
Ioana Stan,ES7921000813610123456789,SABSESMMXXX,14413.88,Fee 2025624,"Station Road 517, 95003 Cluj-Napoca",Rewe
Alexandru Garcia,RO49AAAA1B31007593840000,RNCBROBU,32339.61,License 2024858,"Church Street 399, 41495 Bologna",Casino
Paul Miller,DE91100000000123456789,INGDDEFFXXX,23523.46,Fee 2026052,"Church Street 488, 26001 Eindhoven",Albert Heijn
Gonzalez Industries,AT483200000012345864,RLNWATWWXXX,32277.96,Contract 2026979,"Bulevardul Unirii 286, 93883 Brussels",Kaufland
Thomas Solutions,AT611904300234573201,BKAUATWWXXX,24928.96,Advance 2026400,"Calle Real 598, 29576 Amsterdam",Monoprix
Lea Wagner,RO66BRDE410SV38975310410,RNCBROBU,33337.06,Refund 2026535,"Park Avenue 257, 97370 Venice",Aldi
Weber Holdings,AT483200000012345864,RLNWATWWXXX,49274.57,Invoice 2024352,"High Street 883, 28771 Utrecht",Jumbo
Garcia Corporation,RO66BRDE410SV38975310410,RNCBROBU,40025.87,Refund 2024352,"Victoria Street 913, 12742 Rome",Carrefour Italia
John Weber,FR7612548029989876543210843,AGRIFRPPXXX,11264.33,Retainer 2026245,"Manor Road 557, 23892 Zurich",Carrefour Romania
Julia Lopez,DE91100000000123456789,COBADEFFXXX,41340.53,Order 2025318,"Rue du Commerce 678, 95806 Eindhoven",Auchan
Ionescu Industries,FR1420041010050500013M02606,CEPAFRPP415,24297.65,Bonus 2026769,"Avenida Principal 838, 69724 Madrid",Coop
Hoffmann Holdings,ES7921000813610123456789,BBVAESMM,29163.61,Consulting 2025962,"Church Road 467, 44556 Lille",Kaufland Romania
Lea Bernard,BE71096123456769,GEBABEBB,26572.56,Maintenance 2025718,"Main Street 638, 66284 Bucharest",Albert Heijn
William Dumitrescu,BE71096123456769,KREDBEBB,20149.58,Credit Note 2025914,"Gartenstrasse 101, 85657 Florence",Carrefour Romania
Adrian Williams,IT40S0542811101000000123456,BLOPIT22XXX,19961.67,Credit Note 2026857,"Via Nazionale 722, 30906 Brussels",Leclerc
Garcia Partners,CH9300762011623852957,POFICHBEXXX,31216.71,Retainer 2025729,"Boulevard Victor Hugo 700, 36242 Bologna",Penny
Antonio Fischer,AT611904300234573201,GIBAATWWXXX,8676.30,Fee 2025879,"Calle Mayor 80, 62385 Marseille",Plus
Gonzalez AG,FR7612548029989876543210843,SOGEFRPPXXX,2198.71,Consulting 2025492,"Rue du Commerce 381, 48054 Geneva",Carrefour Romania
Ana Bernard,AT483200000012345864,GIBAATWWXXX,33917.21,Advance 2025831,"Boulevard Victor Hugo 812, 71631 Milan",Esselunga
Alexandru Meyer,RO09BCYP0000001234567890,BTRLRO22XXX,49141.74,License 2024234,"Main Street 821, 60711 Utrecht",Monoprix
Ioana Lopez,IT60X0542811101000000123456,UNCRITMM,25441.08,Order 2025377,"Manor Road 726, 30302 Lille",Carrefour
Antonio Tudor,ES9121000418450200051332,BBVAESMM,47330.28,Subscription 2025836,"Boulevard Victor Hugo 183, 81661 Salzburg",Kaufland Romania
